"OGid","Phco_ech1","Phco_ech2","Phco_ech3","Phlu_ech1","Phlu_ech2","Phlu_ech3","Hbet_ech1","Hbet_ech2","Hbet_ech3","Hkan_ech1","Hkan_ech2","Hkan_ech3","Gpru_ech1","Gpru_ech2","Gpru_ech3","Grac_ech1","Grac_ech2","Grac_ech3","Pgab_ech1","Pgab_ech2","Pgab_ech3","Psem_ech1","Psem_ech2","Psem_ech3","Pcos_ech1","Pcos_ech2","Pgra_ech1","Pgra_ech2","Prev_ech1","Prev_ech2","Mper_ech1","Mper_ech2","Mper_ech3","Ncfi_ech1","Ncfi_ech2","Nmon_ech1","Nmon_ech2","ScorA_ech2","ScorA_ech3","ScorB_ech1","ScorB_ech2","ScorB_ech3","ScorC_ech1","ScorC_ech2","ScorC_ech3","ScorD_ech1","ScorD_ech2","ScorD_ech3"
"7418",1048,1048,1048,319,319,319,1740,1740,1740,1993,1993,1993,NA,NA,NA,NA,NA,NA,1028,1028,1028,NA,NA,NA,1168,1168,1308,1308,1430,1430,1262,1262,1262,951,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7419",2813,2813,2813,2917,2917,2917,2478,2478,2478,2410,2410,2410,2831,2831,2831,2668,2668,2668,3553,3553,3553,3757,3757,3757,4255,4255,3607,3607,354,354,5003,5003,5003,5528,5528,3896,3896,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495
"7421",2513,2513,2513,2469,2469,2469,2846,2846,2846,2666,2666,2666,NA,NA,NA,NA,NA,NA,4357,4357,4357,3945,3945,3945,1571,1571,1917,1917,4609,4609,6044,6044,6044,2345,2345,2681,2681,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832,1832
"7422",2515,2515,2515,2241,2241,2241,1959,1959,1959,2237,2237,2237,1056,1056,1056,1604,1604,1604,1190,1190,1190,1127,1127,1127,1913,1913,782,782,4510,4510,4548,4548,4548,1544,1544,1918,1918,2581,2581,2581,2581,2581,2581,2581,2581,2581,2581,2581
"7423",1448,1448,1448,1419,1419,1419,1680,1680,1680,1524,1524,1524,1451,1451,1451,1130,1130,1130,3268,3268,3268,2824,2824,2824,2133,2133,2568,2568,1166,1166,6886,6886,6886,2525,2525,4251,4251,1673,1673,1673,1673,1673,1673,1673,1673,1673,1673,1673
"7424",3410,3410,3410,3862,3862,3862,266,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1176,1176,568,568,16517,16517,16517,7401,7401,5638,5638,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676,3676
"7425",200,200,200,1887,1887,1887,NA,NA,NA,NA,NA,NA,380,380,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3368,3368,NA,NA,NA,NA,NA,NA,NA,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754,1754
"7426",598,598,598,NA,NA,NA,NA,NA,NA,246,246,246,NA,NA,NA,NA,NA,NA,455,455,455,486,486,486,564,564,307,307,499,499,483,483,483,529,529,592,592,443,443,443,443,443,443,443,443,443,443,443
"7427",1407,1407,1407,1481,1481,1481,1486,1486,1486,1513,1513,1513,1286,1286,1286,1420,1420,1420,1432,1432,1432,1361,1361,1361,1419,1419,1427,1427,2388,2388,5508,5508,5508,2669,2669,3762,3762,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275
"7428",870,870,870,854,854,854,1094,1094,1094,509,509,509,1737,1737,1737,2576,2576,2576,715,715,715,748,748,748,763,763,NA,NA,507,507,4094,4094,4094,991,991,1570,1570,510,510,510,510,510,510,510,510,510,510,510
"7429",3159,3159,3159,1822,1822,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,775,775,NA,NA,360,360,945,945,NA,NA,NA,NA,NA,NA,NA,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093,2093
"7431",1602,1602,1602,1242,1242,1242,1688,1688,1688,2288,2288,2288,1549,1549,1549,2443,2443,2443,1320,1320,1320,1175,1175,1175,1211,1211,1176,1176,405,405,6755,6755,6755,2896,2896,1883,1883,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212,2212
"7432",1528,1528,1528,1953,1953,1953,1997,1997,1997,2015,2015,2015,2006,2006,2006,1957,1957,1957,2081,2081,2081,2497,2497,2497,1736,1736,2197,2197,633,633,4355,4355,4355,1843,1843,1562,1562,535,535,535,535,535,535,535,535,535,535,535
"7433",1456,1456,1456,1304,1304,1304,1299,1299,1299,1284,1284,1284,1178,1178,1178,1166,1166,1166,1110,1110,1110,856,856,856,1085,1085,NA,NA,NA,NA,2183,2183,2183,441,441,786,786,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1840
"7434",4273,4273,4273,3921,3921,3921,7750,7750,7750,6517,6517,6517,NA,NA,NA,3178,3178,3178,3832,3832,3832,4004,4004,4004,3083,3083,4056,4056,454,454,6548,6548,6548,5809,5809,3837,3837,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242,7242
"7435",4130,4130,4130,1961,1961,1961,7798,7798,7798,7685,7685,7685,4012,4012,4012,4071,4071,4071,4112,4112,4112,4715,4715,4715,3284,3284,2655,2655,1774,1774,5632,5632,5632,4692,4692,1670,1670,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155,4155
"7436",2341,2341,2341,3307,3307,3307,9497,9497,9497,6879,6879,6879,6750,6750,6750,6832,6832,6832,5594,5594,5594,5958,5958,5958,5314,5314,3905,3905,2244,2244,21211,21211,21211,13632,13632,7054,7054,8579,8579,8579,8579,8579,8579,8579,8579,8579,8579,8579
"7437",NA,NA,NA,257,257,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3473,3473,3473,NA,NA,2173,2173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7438",3563,3563,3563,3077,3077,3077,2946,2946,2946,3663,3663,3663,3453,3453,3453,4463,4463,4463,3097,3097,3097,3250,3250,3250,3166,3166,2908,2908,483,483,15167,15167,15167,7383,7383,9037,9037,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933,2933
"7439",1928,1928,1928,1769,1769,1769,1671,1671,1671,1750,1750,1750,916,916,916,1229,1229,1229,655,655,655,NA,NA,NA,NA,NA,2018,2018,1218,1218,2578,2578,2578,1645,1645,2228,2228,596,596,596,596,596,596,596,596,596,596,596
"7440",1528,1528,1528,1416,1416,1416,2297,2297,2297,2127,2127,2127,925,925,925,909,909,909,2478,2478,2478,922,922,922,2012,2012,NA,NA,377,377,5456,5456,5456,2362,2362,2234,2234,2379,2379,2379,2379,2379,2379,2379,2379,2379,2379,2379
"7441",2835,2835,2835,2954,2954,2954,1359,1359,1359,1668,1668,1668,1285,1285,1285,1533,1533,1533,1371,1371,1371,1328,1328,1328,NA,NA,1397,1397,NA,NA,5877,5877,5877,1748,1748,1114,1114,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255
"7442",2314,2314,2314,2384,2384,2384,3389,3389,3389,3495,3495,3495,2487,2487,2487,3291,3291,3291,2772,2772,2772,2642,2642,2642,2231,2231,1672,1672,1163,1163,5675,5675,5675,2664,2664,2875,2875,2803,2803,2803,2803,2803,2803,2803,2803,2803,2803,2803
"7443",1339,1339,1339,750,750,750,1004,1004,1004,1147,1147,1147,728,728,728,755,755,755,621,621,621,1099,1099,1099,1171,1171,1664,1664,1024,1024,3575,3575,3575,2054,2054,2425,2425,694,694,694,694,694,694,694,694,694,694,694
"7444",3424,3424,3424,3125,3125,3125,2558,2558,2558,2175,2175,2175,4082,4082,4082,3974,3974,3974,2125,2125,2125,2431,2431,2431,1807,1807,2562,2562,268,268,14682,14682,14682,5129,5129,3575,3575,1822,1822,1822,1822,1822,1822,1822,1822,1822,1822,1822
"7445",1064,1064,1064,1130,1130,1130,1061,1061,1061,1309,1309,1309,1044,1044,1044,1346,1346,1346,NA,NA,NA,489,489,489,311,311,NA,NA,NA,NA,1934,1934,1934,645,645,1489,1489,735,735,735,735,735,735,735,735,735,735,735
"7446",2129,2129,2129,2079,2079,2079,584,584,584,544,544,544,2356,2356,2356,2650,2650,2650,4029,4029,4029,2340,2340,2340,1209,1209,NA,NA,1064,1064,3752,3752,3752,2123,2123,2423,2423,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718
"7448",736,736,736,1524,1524,1524,4453,4453,4453,3846,3846,3846,3444,3444,3444,4498,4498,4498,3591,3591,3591,3573,3573,3573,1196,1196,3778,3778,1036,1036,8466,8466,8466,3740,3740,3698,3698,5286,5286,5286,5286,5286,5286,5286,5286,5286,5286,5286
"7449",692,692,692,1451,1451,1451,2231,2231,2231,1487,1487,1487,NA,NA,NA,NA,NA,NA,3533,3533,3533,2468,2468,2468,1500,1500,2610,2610,1057,1057,7934,7934,7934,4699,4699,2356,2356,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151,3151
"7450",1865,1865,1865,1682,1682,1682,2047,2047,2047,2000,2000,2000,1840,1840,1840,1848,1848,1848,1957,1957,1957,1972,1972,1972,1897,1897,1898,1898,297,297,4749,4749,4749,1186,1186,1735,1735,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718,3718
"7451",2581,2581,2581,2237,2237,2237,1242,1242,1242,1246,1246,1246,1069,1069,1069,NA,NA,NA,826,826,826,1137,1137,1137,1228,1228,772,772,331,331,3166,3166,3166,2156,2156,1707,1707,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258
"7452",683,683,683,2100,2100,2100,1997,1997,1997,1618,1618,1618,2094,2094,2094,2216,2216,2216,2438,2438,2438,2466,2466,2466,2348,2348,2407,2407,998,998,1827,1827,1827,2255,2255,2075,2075,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727
"7453",1945,1945,1945,1852,1852,1852,1928,1928,1928,3040,3040,3040,4423,4423,4423,4495,4495,4495,2020,2020,2020,1939,1939,1939,1999,1999,2709,2709,254,254,3408,3408,3408,1943,1943,2798,2798,3032,3032,3032,3032,3032,3032,3032,3032,3032,3032,3032
"7455",1094,1094,1094,767,767,767,1730,1730,1730,1711,1711,1711,1793,1793,1793,1333,1333,1333,1730,1730,1730,1742,1742,1742,2085,2085,1746,1746,1968,1968,2155,2155,2155,1045,1045,1125,1125,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535
"7456",3854,3854,3854,3318,3318,3318,3712,3712,3712,5078,5078,5078,4770,4770,4770,4948,4948,4948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10382,10382,10382,3633,3633,3296,3296,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592,3592
"7457",1112,1112,1112,1018,1018,1018,702,702,702,980,980,980,NA,NA,NA,1165,1165,1165,1121,1121,1121,1203,1203,1203,1012,1012,1823,1823,878,878,690,690,690,NA,NA,987,987,568,568,568,568,568,568,568,568,568,568,568
"7458",1939,1939,1939,2088,2088,2088,1629,1629,1629,2225,2225,2225,NA,NA,NA,2159,2159,2159,1663,1663,1663,2446,2446,2446,2185,2185,2190,2190,1319,1319,4053,4053,4053,2145,2145,1700,1700,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090,2090
"7460",330,330,330,NA,NA,NA,731,731,731,1992,1992,1992,761,761,761,858,858,858,645,645,645,532,532,532,918,918,1066,1066,NA,NA,1945,1945,1945,NA,NA,NA,NA,640,640,640,640,640,640,640,640,640,640,640
"7461",6191,6191,6191,5046,5046,5046,7079,7079,7079,7164,7164,7164,4363,4363,4363,3842,3842,3842,3345,3345,3345,3394,3394,3394,3128,3128,2477,2477,312,312,19357,19357,19357,3734,3734,11028,11028,7382,7382,7382,7382,7382,7382,7382,7382,7382,7382,7382
"7462",2862,2862,2862,1818,1818,1818,2475,2475,2475,2346,2346,2346,1842,1842,1842,1030,1030,1030,955,955,955,1361,1361,1361,953,953,962,962,2409,2409,NA,NA,NA,939,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7463",NA,NA,NA,470,470,470,611,611,611,843,843,843,NA,NA,NA,790,790,790,599,599,599,NA,NA,NA,880,880,881,881,2110,2110,NA,NA,NA,NA,NA,NA,NA,510,510,510,510,510,510,510,510,510,510,510
"7464",1900,1900,1900,1897,1897,1897,1338,1338,1338,1847,1847,1847,1929,1929,1929,2052,2052,2052,2147,2147,2147,2822,2822,2822,1888,1888,2257,2257,1631,1631,9446,9446,9446,3808,3808,1913,1913,745,745,745,745,745,745,745,745,745,745,745
"7465",1942,1942,1942,1988,1988,1988,1250,1250,1250,1295,1295,1295,2435,2435,2435,2525,2525,2525,3983,3983,3983,1361,1361,1361,5278,5278,3784,3784,3474,3474,5947,5947,5947,3499,3499,4999,4999,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
"7467",1951,1951,1951,1547,1547,1547,1117,1117,1117,1196,1196,1196,1457,1457,1457,2147,2147,2147,2336,2336,2336,NA,NA,NA,NA,NA,1036,1036,NA,NA,3737,3737,3737,2435,2435,2443,2443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7468",2459,2459,2459,2259,2259,2259,1948,1948,1948,2668,2668,2668,1789,1789,1789,2146,2146,2146,2221,2221,2221,2415,2415,2415,4428,4428,1979,1979,1077,1077,7629,7629,7629,4246,4246,2581,2581,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608,2608
"7469",3237,3237,3237,3375,3375,3375,3634,3634,3634,3415,3415,3415,3200,3200,3200,3005,3005,3005,3160,3160,3160,3002,3002,3002,2610,2610,3463,3463,3022,3022,8595,8595,8595,3116,3116,5887,5887,4755,4755,4755,4755,4755,4755,4755,4755,4755,4755,4755
"7470",1010,1010,1010,1036,1036,1036,959,959,959,625,625,625,NA,NA,NA,1087,1087,1087,866,866,866,1208,1208,1208,1126,1126,1186,1186,648,648,3933,3933,3933,953,953,1663,1663,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069,1069
"7471",264,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,1071,1071,884,884,884,NA,NA,NA,NA,3316,3316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7472",2067,2067,2067,1859,1859,1859,1800,1800,1800,1127,1127,1127,802,802,802,980,980,980,NA,NA,NA,319,319,319,381,381,290,290,NA,NA,5355,5355,5355,2155,2155,1198,1198,943,943,943,943,943,943,943,943,943,943,943
"7473",848,848,848,NA,NA,NA,954,954,954,818,818,818,902,902,902,990,990,990,1196,1196,1196,495,495,495,499,499,1295,1295,319,319,1506,1506,1506,1014,1014,NA,NA,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504
"7474",410,410,410,712,712,712,981,981,981,893,893,893,NA,NA,NA,NA,NA,NA,562,562,562,786,786,786,718,718,689,689,265,265,NA,NA,NA,1360,1360,NA,NA,638,638,638,638,638,638,638,638,638,638,638
"7476",625,625,625,1120,1120,1120,986,986,986,668,668,668,626,626,626,444,444,444,1137,1137,1137,1120,1120,1120,NA,NA,565,565,258,258,366,366,366,NA,NA,473,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7477",7111,7111,7111,3610,3610,3610,8017,8017,8017,8068,8068,8068,8433,8433,8433,8193,8193,8193,7445,7445,7445,8777,8777,8777,4279,4279,4396,4396,3276,3276,12996,12996,12996,11055,11055,9178,9178,8326,8326,8326,8326,8326,8326,8326,8326,8326,8326,8326
"7478",879,879,879,875,875,875,1026,1026,1026,1105,1105,1105,1093,1093,1093,1004,1004,1004,1069,1069,1069,1074,1074,1074,949,949,872,872,423,423,2683,2683,2683,988,988,NA,NA,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193
"7479",1952,1952,1952,1853,1853,1853,NA,NA,NA,NA,NA,NA,1783,1783,1783,1995,1995,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,210,210,NA,NA,NA,NA,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575
"7480",422,422,422,NA,NA,NA,723,723,723,965,965,965,NA,NA,NA,927,927,927,1588,1588,1588,1663,1663,1663,1480,1480,974,974,346,346,3878,3878,3878,1380,1380,2663,2663,683,683,683,683,683,683,683,683,683,683,683
"7481",2734,2734,2734,2973,2973,2973,1164,1164,1164,1715,1715,1715,2810,2810,2810,3474,3474,3474,2197,2197,2197,1459,1459,1459,1284,1284,1589,1589,5098,5098,5591,5591,5591,2993,2993,2244,2244,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610
"7482",9566,9566,9566,6561,6561,6561,9773,9773,9773,8413,8413,8413,11949,11949,11949,9600,9600,9600,7013,7013,7013,12449,12449,12449,6509,6509,5537,5537,922,922,31334,31334,31334,24398,24398,25783,25783,12113,12113,12113,12113,12113,12113,12113,12113,12113,12113,12113
"7484",2322,2322,2322,2223,2223,2223,2503,2503,2503,2552,2552,2552,2263,2263,2263,2041,2041,2041,1870,1870,1870,2889,2889,2889,2681,2681,906,906,2458,2458,4156,4156,4156,2146,2146,3343,3343,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129,2129
"7485",3197,3197,3197,2939,2939,2939,1859,1859,1859,2859,2859,2859,2871,2871,2871,2662,2662,2662,2044,2044,2044,3050,3050,3050,306,306,3144,3144,288,288,1954,1954,1954,1392,1392,425,425,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034,1034
"7486",1658,1658,1658,1800,1800,1800,1946,1946,1946,1823,1823,1823,1694,1694,1694,1746,1746,1746,1738,1738,1738,1768,1768,1768,1762,1762,1694,1694,2807,2807,6581,6581,6581,3434,3434,1432,1432,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875
"7487",2008,2008,2008,684,684,684,3594,3594,3594,2433,2433,2433,2405,2405,2405,2432,2432,2432,NA,NA,NA,NA,NA,NA,1499,1499,255,255,NA,NA,7454,7454,7454,2359,2359,4367,4367,821,821,821,821,821,821,821,821,821,821,821
"7488",1451,1451,1451,1587,1587,1587,1910,1910,1910,1850,1850,1850,1333,1333,1333,NA,NA,NA,2548,2548,2548,850,850,850,2041,2041,2014,2014,610,610,3899,3899,3899,1500,1500,1797,1797,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318,1318
"7489",2683,2683,2683,2732,2732,2732,NA,NA,NA,2925,2925,2925,NA,NA,NA,NA,NA,NA,1192,1192,1192,NA,NA,NA,2169,2169,967,967,450,450,502,502,502,NA,NA,1825,1825,2589,2589,2589,2589,2589,2589,2589,2589,2589,2589,2589
"7490",3638,3638,3638,2010,2010,2010,1963,1963,1963,2017,2017,2017,1833,1833,1833,1572,1572,1572,2020,2020,2020,2249,2249,2249,2184,2184,2197,2197,1476,1476,9096,9096,9096,3458,3458,4337,4337,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496,3496
"7491",1023,1023,1023,691,691,691,NA,NA,NA,1424,1424,1424,969,969,969,1105,1105,1105,1176,1176,1176,1094,1094,1094,1452,1452,1054,1054,2347,2347,706,706,706,1156,1156,NA,NA,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
"7492",2983,2983,2983,2717,2717,2717,3136,3136,3136,2976,2976,2976,3058,3058,3058,3095,3095,3095,3370,3370,3370,3709,3709,3709,3165,3165,3178,3178,1315,1315,5565,5565,5565,3100,3100,2996,2996,3671,3671,3671,3671,3671,3671,3671,3671,3671,3671,3671
"7493",1619,1619,1619,1035,1035,1035,2206,2206,2206,714,714,714,283,283,283,NA,NA,NA,NA,NA,NA,409,409,409,NA,NA,2347,2347,264,264,5995,5995,5995,4122,4122,4049,4049,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116
"7494",845,845,845,1014,1014,1014,NA,NA,NA,1009,1009,1009,729,729,729,825,825,825,1952,1952,1952,1906,1906,1906,1737,1737,1488,1488,1030,1030,1110,1110,1110,1224,1224,913,913,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153,1153
"7495",3802,3802,3802,3264,3264,3264,3977,3977,3977,3969,3969,3969,4291,4291,4291,4064,4064,4064,1923,1923,1923,1895,1895,1895,1579,1579,1545,1545,352,352,9760,9760,9760,5547,5547,5473,5473,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725
"7496",2730,2730,2730,1092,1092,1092,2083,2083,2083,2444,2444,2444,3902,3902,3902,4781,4781,4781,2348,2348,2348,2375,2375,2375,2041,2041,1247,1247,337,337,NA,NA,NA,NA,NA,NA,NA,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457
"7497",NA,NA,NA,1502,1502,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10892,10892,10892,6002,6002,4531,4531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7498",1452,1452,1452,992,992,992,636,636,636,1267,1267,1267,2665,2665,2665,1382,1382,1382,1215,1215,1215,1553,1553,1553,1599,1599,1307,1307,297,297,3175,3175,3175,1488,1488,2284,2284,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372
"7499",2432,2432,2432,1739,1739,1739,2024,2024,2024,2325,2325,2325,2035,2035,2035,2246,2246,2246,2225,2225,2225,2339,2339,2339,2225,2225,2118,2118,389,389,5594,5594,5594,5166,5166,3483,3483,4507,4507,4507,4507,4507,4507,4507,4507,4507,4507,4507
"7500",3727,3727,3727,3705,3705,3705,4023,4023,4023,3913,3913,3913,4237,4237,4237,3993,3993,3993,4501,4501,4501,4666,4666,4666,4237,4237,6519,6519,1348,1348,11853,11853,11853,3886,3886,3645,3645,5379,5379,5379,5379,5379,5379,5379,5379,5379,5379,5379
"7504",1890,1890,1890,1004,1004,1004,2175,2175,2175,2029,2029,2029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5486,5486,5486,1973,1973,2701,2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7505",844,844,844,775,775,775,NA,NA,NA,NA,NA,NA,1046,1046,1046,2752,2752,2752,NA,NA,NA,2154,2154,2154,700,700,1679,1679,537,537,2634,2634,2634,726,726,539,539,967,967,967,967,967,967,967,967,967,967,967
"7507",1838,1838,1838,1940,1940,1940,2242,2242,2242,2237,2237,2237,2110,2110,2110,NA,NA,NA,2360,2360,2360,2293,2293,2293,2044,2044,3117,3117,492,492,7087,7087,7087,4018,4018,4067,4067,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197,2197
"7508",3575,3575,3575,2554,2554,2554,3971,3971,3971,3898,3898,3898,3664,3664,3664,3998,3998,3998,3136,3136,3136,3737,3737,3737,3268,3268,3426,3426,954,954,17159,17159,17159,6611,6611,7522,7522,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887,6887
"7509",4789,4789,4789,5393,5393,5393,5786,5786,5786,4868,4868,4868,3850,3850,3850,3409,3409,3409,3585,3585,3585,3680,3680,3680,3207,3207,3166,3166,495,495,14774,14774,14774,8496,8496,7060,7060,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667,2667
"7510",984,984,984,354,354,354,1438,1438,1438,NA,NA,NA,NA,NA,NA,NA,NA,NA,2273,2273,2273,2430,2430,2430,2154,2154,1401,1401,NA,NA,3092,3092,3092,2396,2396,2570,2570,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099,2099
"7511",1642,1642,1642,1558,1558,1558,1429,1429,1429,1465,1465,1465,1223,1223,1223,1548,1548,1548,1648,1648,1648,1580,1580,1580,1072,1072,1774,1774,649,649,3273,3273,3273,3175,3175,2902,2902,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003
"7512",4183,4183,4183,3546,3546,3546,3901,3901,3901,5000,5000,5000,2065,2065,2065,2074,2074,2074,1884,1884,1884,1738,1738,1738,1954,1954,1837,1837,797,797,874,874,874,NA,NA,564,564,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605
"7513",1755,1755,1755,2622,2622,2622,2886,2886,2886,2792,2792,2792,2906,2906,2906,2865,2865,2865,2617,2617,2617,1410,1410,1410,1021,1021,1905,1905,1535,1535,670,670,670,1177,1177,3157,3157,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809
"7515",1186,1186,1186,1520,1520,1520,1101,1101,1101,1107,1107,1107,1322,1322,1322,1176,1176,1176,1421,1421,1421,1552,1552,1552,1075,1075,1303,1303,260,260,4603,4603,4603,2582,2582,1533,1533,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234
"7518",NA,NA,NA,273,273,273,3883,3883,3883,3713,3713,3713,3491,3491,3491,9652,9652,9652,3497,3497,3497,3130,3130,3130,4438,4438,7019,7019,5415,5415,9438,9438,9438,3699,3699,3464,3464,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460,5460
"7519",2512,2512,2512,1550,1550,1550,3440,3440,3440,2534,2534,2534,2418,2418,2418,NA,NA,NA,3579,3579,3579,2835,2835,2835,NA,NA,3476,3476,2217,2217,23647,23647,23647,8952,8952,12896,12896,3512,3512,3512,3512,3512,3512,3512,3512,3512,3512,3512
"7520",2119,2119,2119,1936,1936,1936,1920,1920,1920,1983,1983,1983,1732,1732,1732,1788,1788,1788,2221,2221,2221,2391,2391,2391,2294,2294,2379,2379,2341,2341,6377,6377,6377,1999,1999,1820,1820,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528,3528
"7521",275,275,275,618,618,618,NA,NA,NA,643,643,643,541,541,541,857,857,857,934,934,934,512,512,512,639,639,666,666,NA,NA,1550,1550,1550,917,917,341,341,557,557,557,557,557,557,557,557,557,557,557
"7522",NA,NA,NA,1782,1782,1782,1863,1863,1863,1649,1649,1649,1897,1897,1897,2206,2206,2206,2405,2405,2405,2583,2583,2583,1701,1701,1649,1649,1138,1138,2939,2939,2939,2051,2051,2013,2013,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
"7523",2279,2279,2279,2024,2024,2024,1255,1255,1255,1076,1076,1076,1405,1405,1405,1337,1337,1337,1340,1340,1340,1330,1330,1330,1146,1146,1284,1284,1329,1329,2383,2383,2383,720,720,1383,1383,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098,1098
"7524",901,901,901,1399,1399,1399,1457,1457,1457,1647,1647,1647,NA,NA,NA,NA,NA,NA,730,730,730,667,667,667,1363,1363,1568,1568,927,927,3836,3836,3836,1557,1557,1189,1189,1546,1546,1546,1546,1546,1546,1546,1546,1546,1546,1546
"7525",1999,1999,1999,3058,3058,3058,3171,3171,3171,2902,2902,2902,3541,3541,3541,2956,2956,2956,3644,3644,3644,3305,3305,3305,4032,4032,3713,3713,1783,1783,12285,12285,12285,5335,5335,4817,4817,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988,2988
"7526",1630,1630,1630,1847,1847,1847,2191,2191,2191,1838,1838,1838,1731,1731,1731,1840,1840,1840,1741,1741,1741,1717,1717,1717,1912,1912,1594,1594,666,666,3105,3105,3105,3086,3086,4081,4081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7528",713,713,713,665,665,665,395,395,395,506,506,506,501,501,501,502,502,502,NA,NA,NA,NA,NA,NA,NA,NA,333,333,NA,NA,221,221,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7530",3071,3071,3071,2399,2399,2399,2253,2253,2253,2940,2940,2940,3320,3320,3320,1212,1212,1212,1878,1878,1878,2420,2420,2420,1514,1514,2519,2519,513,513,3201,3201,3201,2329,2329,3766,3766,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696,3696
